Airport,Terminal,Date,hour,date_time,Total,Flights,Booths
CLT,Main,1/14/2022,19:00,2022/01/14 19:00,193,2,9
CLT,Main,1/14/2022,20:00,2022/01/14 20:00,182,2,10
CLT,Main,1/14/2022,21:00,2022/01/14 21:00,31,1,6
CLT,Main,1/15/2022,13:00,2022/01/15 13:00,111,1,11
CLT,Main,1/15/2022,14:00,2022/01/15 14:00,297,3,11
CLT,Main,1/15/2022,15:00,2022/01/15 15:00,270,2,10
CLT,Main,1/15/2022,16:00,2022/01/15 16:00,936,7,11
CLT,Main,1/15/2022,18:00,2022/01/15 18:00,1042,9,12
CLT,Main,1/15/2022,19:00,2022/01/15 19:00,498,4,11
CLT,Main,1/15/2022,20:00,2022/01/15 20:00,278,3,10
CLT,Main,1/17/2022,14:00,2022/01/17 14:00,124,1,8
CLT,Main,1/17/2022,16:00,2022/01/17 16:00,322,2,8
CLT,Main,1/17/2022,17:00,2022/01/17 17:00,264,2,8
CLT,Main,1/17/2022,18:00,2022/01/17 18:00,613,4,8
CLT,Main,1/17/2022,19:00,2022/01/17 19:00,502,4,8
CLT,Main,1/17/2022,21:00,2022/01/17 21:00,78,1,5
CLT,Main,1/18/2022,14:00,2022/01/18 14:00,135,2,10
CLT,Main,1/18/2022,15:00,2022/01/18 15:00,139,1,10
CLT,Main,1/18/2022,16:00,2022/01/18 16:00,353,2,10
CLT,Main,1/18/2022,17:00,2022/01/18 17:00,171,1,9
CLT,Main,1/18/2022,18:00,2022/01/18 18:00,682,5,9
CLT,Main,1/18/2022,19:00,2022/01/18 19:00,390,3,9
CLT,Main,1/19/2022,13:00,2022/01/19 13:00,74,1,8
CLT,Main,1/19/2022,14:00,2022/01/19 14:00,41,1,8
CLT,Main,1/19/2022,15:00,2022/01/19 15:00,96,1,9
CLT,Main,1/19/2022,16:00,2022/01/19 16:00,346,3,9
CLT,Main,1/19/2022,17:00,2022/01/19 17:00,128,1,9
CLT,Main,1/19/2022,18:00,2022/01/19 18:00,812,7,10
CLT,Main,1/19/2022,19:00,2022/01/19 19:00,354,4,9
CLT,Main,1/19/2022,20:00,2022/01/19 20:00,87,1,10
CLT,Main,1/20/2022,13:00,2022/01/20 13:00,61,1,9
CLT,Main,1/20/2022,15:00,2022/01/20 15:00,54,1,8
CLT,Main,1/20/2022,16:00,2022/01/20 16:00,438,4,10
CLT,Main,1/20/2022,17:00,2022/01/20 17:00,77,2,8
CLT,Main,1/20/2022,18:00,2022/01/20 18:00,428,5,8
CLT,Main,1/20/2022,19:00,2022/01/20 19:00,441,4,9
CLT,Main,1/20/2022,20:00,2022/01/20 20:00,62,1,7
CLT,Main,1/21/2022,14:00,2022/01/21 14:00,93,2,9
CLT,Main,1/21/2022,15:00,2022/01/21 15:00,109,1,9
CLT,Main,1/21/2022,16:00,2022/01/21 16:00,324,3,10
CLT,Main,1/21/2022,17:00,2022/01/21 17:00,65,1,9
CLT,Main,1/21/2022,18:00,2022/01/21 18:00,750,7,9
CLT,Main,1/21/2022,19:00,2022/01/21 19:00,137,2,8
CLT,Main,1/21/2022,20:00,2022/01/21 20:00,104,1,9
CLT,Main,1/22/2022,13:00,2022/01/22 13:00,155,2,6
CLT,Main,1/22/2022,15:00,2022/01/22 15:00,269,3,8
CLT,Main,1/22/2022,16:00,2022/01/22 16:00,683,5,8
CLT,Main,1/22/2022,17:00,2022/01/22 17:00,312,3,8
CLT,Main,1/22/2022,18:00,2022/01/22 18:00,1172,9,10
CLT,Main,1/22/2022,19:00,2022/01/22 19:00,538,6,10
CLT,Main,1/22/2022,20:00,2022/01/22 20:00,463,4,10
CLT,Main,1/23/2022,13:00,2022/01/23 13:00,79,1,11
CLT,Main,1/23/2022,14:00,2022/01/23 14:00,63,1,10
CLT,Main,1/23/2022,15:00,2022/01/23 15:00,291,2,11
CLT,Main,1/23/2022,16:00,2022/01/23 16:00,418,3,10
CLT,Main,1/23/2022,18:00,2022/01/23 18:00,951,7,9
CLT,Main,1/23/2022,19:00,2022/01/23 19:00,206,2,8
CLT,Main,1/23/2022,20:00,2022/01/23 20:00,260,2,7
CLT,Main,1/24/2022,13:00,2022/01/24 13:00,57,1,5
CLT,Main,1/24/2022,14:00,2022/01/24 14:00,45,1,5
CLT,Main,1/24/2022,15:00,2022/01/24 15:00,108,1,9
CLT,Main,1/24/2022,16:00,2022/01/24 16:00,365,3,10
CLT,Main,1/24/2022,17:00,2022/01/24 17:00,132,1,8
CLT,Main,1/24/2022,18:00,2022/01/24 18:00,829,7,8
CLT,Main,1/24/2022,19:00,2022/01/24 19:00,128,1,8
CLT,Main,1/25/2022,14:00,2022/01/25 14:00,104,2,7
CLT,Main,1/25/2022,15:00,2022/01/25 15:00,76,1,7
CLT,Main,1/25/2022,16:00,2022/01/25 16:00,388,3,8
CLT,Main,1/25/2022,18:00,2022/01/25 18:00,695,6,9
CLT,Main,1/25/2022,19:00,2022/01/25 19:00,67,1,8
CLT,Main,1/26/2022,14:00,2022/01/26 14:00,102,2,6
CLT,Main,1/26/2022,16:00,2022/01/26 16:00,425,4,7
CLT,Main,1/26/2022,17:00,2022/01/26 17:00,115,2,8
CLT,Main,1/26/2022,18:00,2022/01/26 18:00,628,6,9
CLT,Main,1/26/2022,19:00,2022/01/26 19:00,282,3,9
CLT,Main,1/26/2022,20:00,2022/01/26 20:00,149,2,9
CLT,Main,1/27/2022,13:00,2022/01/27 13:00,68,1,9
CLT,Main,1/27/2022,14:00,2022/01/27 14:00,36,1,10
CLT,Main,1/27/2022,15:00,2022/01/27 15:00,227,2,11
CLT,Main,1/27/2022,16:00,2022/01/27 16:00,334,4,9
CLT,Main,1/27/2022,17:00,2022/01/27 17:00,56,1,9
CLT,Main,1/27/2022,18:00,2022/01/27 18:00,585,6,10
CLT,Main,1/27/2022,19:00,2022/01/27 19:00,270,3,10
CLT,Main,1/27/2022,20:00,2022/01/27 20:00,53,1,10
CLT,Main,1/28/2022,14:00,2022/01/28 14:00,89,1,10
CLT,Main,1/28/2022,15:00,2022/01/28 15:00,110,1,10
CLT,Main,1/28/2022,16:00,2022/01/28 16:00,330,3,10
CLT,Main,1/28/2022,17:00,2022/01/28 17:00,69,1,10
CLT,Main,1/28/2022,18:00,2022/01/28 18:00,714,7,10
CLT,Main,1/28/2022,19:00,2022/01/28 19:00,113,2,9
CLT,Main,1/28/2022,20:00,2022/01/28 20:00,59,1,4
CLT,Main,1/29/2022,13:00,2022/01/29 13:00,131,1,8
CLT,Main,1/29/2022,14:00,2022/01/29 14:00,190,2,9
CLT,Main,1/29/2022,15:00,2022/01/29 15:00,225,2,10
CLT,Main,1/29/2022,16:00,2022/01/29 16:00,602,4,11
CLT,Main,1/29/2022,17:00,2022/01/29 17:00,385,4,9
CLT,Main,1/29/2022,18:00,2022/01/29 18:00,1198,9,9
CLT,Main,1/29/2022,19:00,2022/01/29 19:00,368,3,10
CLT,Main,1/29/2022,20:00,2022/01/29 20:00,422,6,9
CLT,Main,1/30/2022,13:00,2022/01/30 13:00,124,1,9
CLT,Main,1/30/2022,14:00,2022/01/30 14:00,86,1,9
CLT,Main,1/30/2022,15:00,2022/01/30 15:00,146,1,9
CLT,Main,1/30/2022,16:00,2022/01/30 16:00,534,3,9
CLT,Main,1/30/2022,18:00,2022/01/30 18:00,1089,7,9
CLT,Main,1/30/2022,19:00,2022/01/30 19:00,174,1,7
CLT,Main,1/30/2022,20:00,2022/01/30 20:00,463,3,8
CLT,Main,1/31/2022,14:00,2022/01/31 14:00,63,2,10
CLT,Main,1/31/2022,15:00,2022/01/31 15:00,158,1,9
CLT,Main,1/31/2022,16:00,2022/01/31 16:00,661,5,9
CLT,Main,1/31/2022,17:00,2022/01/31 17:00,115,1,8
CLT,Main,1/31/2022,18:00,2022/01/31 18:00,671,4,10
CLT,Main,1/31/2022,19:00,2022/01/31 19:00,409,3,10
CLT,Main,2/1/2022,14:00,2022/02/01 14:00,118,2,6
CLT,Main,2/1/2022,16:00,2022/02/01 16:00,580,4,8
CLT,Main,2/1/2022,18:00,2022/02/01 18:00,926,8,8
CLT,Main,2/2/2022,13:00,2022/02/02 13:00,55,1,7
CLT,Main,2/2/2022,14:00,2022/02/02 14:00,56,1,8
CLT,Main,2/2/2022,15:00,2022/02/02 15:00,114,1,8
CLT,Main,2/2/2022,16:00,2022/02/02 16:00,391,4,10
CLT,Main,2/2/2022,18:00,2022/02/02 18:00,545,7,11
CLT,Main,2/2/2022,19:00,2022/02/02 19:00,200,4,11
CLT,Main,2/2/2022,20:00,2022/02/02 20:00,45,1,6
CLT,Main,2/3/2022,14:00,2022/02/03 14:00,139,2,10
CLT,Main,2/3/2022,15:00,2022/02/03 15:00,222,2,10
CLT,Main,2/3/2022,16:00,2022/02/03 16:00,261,3,10
CLT,Main,2/3/2022,18:00,2022/02/03 18:00,472,6,9
CLT,Main,2/3/2022,19:00,2022/02/03 19:00,219,4,8
CLT,Main,2/3/2022,20:00,2022/02/03 20:00,43,1,11
CLT,Main,2/4/2022,14:00,2022/02/04 14:00,155,1,12
CLT,Main,2/4/2022,15:00,2022/02/04 15:00,172,2,11
CLT,Main,2/4/2022,16:00,2022/02/04 16:00,319,3,12
CLT,Main,2/4/2022,18:00,2022/02/04 18:00,815,7,11
CLT,Main,2/4/2022,19:00,2022/02/04 19:00,285,2,11
CLT,Main,2/4/2022,20:00,2022/02/04 20:00,72,1,11
CLT,Main,2/5/2022,14:00,2022/02/05 14:00,239,2,10
CLT,Main,2/5/2022,15:00,2022/02/05 15:00,222,2,11
CLT,Main,2/5/2022,16:00,2022/02/05 16:00,584,4,10
CLT,Main,2/5/2022,17:00,2022/02/05 17:00,324,3,11
CLT,Main,2/5/2022,18:00,2022/02/05 18:00,605,5,11
CLT,Main,2/5/2022,19:00,2022/02/05 19:00,806,6,11
CLT,Main,2/5/2022,20:00,2022/02/05 20:00,120,1,6
CLT,Main,2/5/2022,21:00,2022/02/05 21:00,185,1,6
CLT,Main,2/6/2022,13:00,2022/02/06 13:00,109,1,12
CLT,Main,2/6/2022,14:00,2022/02/06 14:00,138,2,11
CLT,Main,2/6/2022,15:00,2022/02/06 15:00,268,2,12
CLT,Main,2/6/2022,16:00,2022/02/06 16:00,538,3,11
CLT,Main,2/6/2022,17:00,2022/02/06 17:00,121,1,10
CLT,Main,2/6/2022,18:00,2022/02/06 18:00,464,3,11
CLT,Main,2/6/2022,19:00,2022/02/06 19:00,502,3,11
CLT,Main,2/6/2022,20:00,2022/02/06 20:00,173,1,12
CLT,Main,2/7/2022,14:00,2022/02/07 14:00,102,2,10
CLT,Main,2/7/2022,16:00,2022/02/07 16:00,269,2,10
CLT,Main,2/7/2022,17:00,2022/02/07 17:00,416,3,10
CLT,Main,2/7/2022,18:00,2022/02/07 18:00,1110,8,10
CLT,Main,2/7/2022,19:00,2022/02/07 19:00,327,2,8
CLT,Main,2/7/2022,20:00,2022/02/07 20:00,142,1,5
CLT,Main,2/8/2022,14:00,2022/02/08 14:00,96,2,7
CLT,Main,2/8/2022,15:00,2022/02/08 15:00,109,1,9
CLT,Main,2/8/2022,16:00,2022/02/08 16:00,446,3,8
CLT,Main,2/8/2022,17:00,2022/02/08 17:00,55,1,9
CLT,Main,2/8/2022,18:00,2022/02/08 18:00,844,7,9
CLT,Main,2/8/2022,19:00,2022/02/08 19:00,74,2,8
CLT,Main,2/8/2022,20:00,2022/02/08 20:00,22,1,7
CLT,Main,2/9/2022,13:00,2022/02/09 13:00,71,1,7
CLT,Main,2/9/2022,14:00,2022/02/09 14:00,53,1,8
CLT,Main,2/9/2022,15:00,2022/02/09 15:00,102,1,8
CLT,Main,2/9/2022,16:00,2022/02/09 16:00,308,3,8
CLT,Main,2/9/2022,17:00,2022/02/09 17:00,151,2,8
CLT,Main,2/9/2022,18:00,2022/02/09 18:00,620,6,9
CLT,Main,2/9/2022,19:00,2022/02/09 19:00,145,3,7
CLT,Main,2/9/2022,20:00,2022/02/09 20:00,53,1,9
CLT,Main,2/9/2022,21:00,2022/02/09 21:00,60,1,4
CLT,Main,2/10/2022,14:00,2022/02/10 14:00,82,1,8
CLT,Main,2/10/2022,15:00,2022/02/10 15:00,299,3,8
CLT,Main,2/10/2022,16:00,2022/02/10 16:00,227,2,6
CLT,Main,2/10/2022,17:00,2022/02/10 17:00,144,2,8
CLT,Main,2/10/2022,18:00,2022/02/10 18:00,336,5,8
CLT,Main,2/10/2022,19:00,2022/02/10 19:00,113,2,7
CLT,Main,2/10/2022,20:00,2022/02/10 20:00,157,2,8
CLT,Main,2/11/2022,13:00,2022/02/11 13:00,118,1,8
CLT,Main,2/11/2022,14:00,2022/02/11 14:00,73,1,12
CLT,Main,2/11/2022,15:00,2022/02/11 15:00,196,1,11
CLT,Main,2/11/2022,16:00,2022/02/11 16:00,298,3,11
CLT,Main,2/11/2022,17:00,2022/02/11 17:00,80,1,11
CLT,Main,2/11/2022,18:00,2022/02/11 18:00,698,6,11
CLT,Main,2/11/2022,19:00,2022/02/11 19:00,269,3,10
CLT,Main,2/11/2022,21:00,2022/02/11 21:00,41,1,5
CLT,Main,2/12/2022,14:00,2022/02/12 14:00,310,3,9
CLT,Main,2/12/2022,15:00,2022/02/12 15:00,483,3,9
CLT,Main,2/12/2022,16:00,2022/02/12 16:00,662,5,10
CLT,Main,2/12/2022,17:00,2022/02/12 17:00,271,3,11
CLT,Main,2/12/2022,18:00,2022/02/12 18:00,787,6,12
CLT,Main,2/12/2022,19:00,2022/02/12 19:00,769,7,11
CLT,Main,2/12/2022,20:00,2022/02/12 20:00,413,5,11
CLT,Main,2/12/2022,21:00,2022/02/12 21:00,132,1,5
CLT,Main,2/13/2022,14:00,2022/02/13 14:00,186,2,11
CLT,Main,2/13/2022,15:00,2022/02/13 15:00,145,1,10
CLT,Main,2/13/2022,16:00,2022/02/13 16:00,693,4,10
CLT,Main,2/13/2022,17:00,2022/02/13 17:00,117,1,10
CLT,Main,2/13/2022,18:00,2022/02/13 18:00,875,6,10
CLT,Main,2/13/2022,19:00,2022/02/13 19:00,506,3,10
CLT,Main,2/13/2022,20:00,2022/02/13 20:00,94,1,10
CLT,Main,2/14/2022,13:00,2022/02/14 13:00,60,1,10
CLT,Main,2/14/2022,14:00,2022/02/14 14:00,8,1,1
CLT,Main,2/14/2022,15:00,2022/02/14 15:00,148,1,11
CLT,Main,2/14/2022,16:00,2022/02/14 16:00,433,3,11
CLT,Main,2/14/2022,17:00,2022/02/14 17:00,215,2,8
CLT,Main,2/14/2022,18:00,2022/02/14 18:00,744,6,10
CLT,Main,2/14/2022,19:00,2022/02/14 19:00,393,3,10
CLT,Main,2/14/2022,20:00,2022/02/14 20:00,56,1,5
CLT,Main,2/15/2022,13:00,2022/02/15 13:00,80,1,7
CLT,Main,2/15/2022,15:00,2022/02/15 15:00,67,1,11
CLT,Main,2/15/2022,16:00,2022/02/15 16:00,689,4,11
CLT,Main,2/15/2022,17:00,2022/02/15 17:00,92,1,9
CLT,Main,2/15/2022,18:00,2022/02/15 18:00,888,6,9
CLT,Main,2/15/2022,19:00,2022/02/15 19:00,401,4,9
CLT,Main,2/16/2022,13:00,2022/02/16 13:00,68,1,8
CLT,Main,2/16/2022,14:00,2022/02/16 14:00,41,1,7
CLT,Main,2/16/2022,16:00,2022/02/16 16:00,542,4,9
CLT,Main,2/16/2022,17:00,2022/02/16 17:00,111,2,8
CLT,Main,2/16/2022,18:00,2022/02/16 18:00,662,6,9
CLT,Main,2/16/2022,19:00,2022/02/16 19:00,307,3,8
CLT,Main,2/16/2022,20:00,2022/02/16 20:00,149,2,9
CLT,Main,2/17/2022,14:00,2022/02/17 14:00,83,1,10
CLT,Main,2/17/2022,15:00,2022/02/17 15:00,153,2,9
CLT,Main,2/17/2022,16:00,2022/02/17 16:00,504,4,9
CLT,Main,2/17/2022,17:00,2022/02/17 17:00,79,1,8
CLT,Main,2/17/2022,18:00,2022/02/17 18:00,557,5,9
CLT,Main,2/17/2022,19:00,2022/02/17 19:00,307,3,8
CLT,Main,2/17/2022,20:00,2022/02/17 20:00,167,2,8
CLT,Main,2/18/2022,14:00,2022/02/18 14:00,109,1,7
CLT,Main,2/18/2022,15:00,2022/02/18 15:00,77,1,7
CLT,Main,2/18/2022,16:00,2022/02/18 16:00,466,3,7
CLT,Main,2/18/2022,17:00,2022/02/18 17:00,73,1,8
CLT,Main,2/18/2022,18:00,2022/02/18 18:00,648,5,8
CLT,Main,2/18/2022,19:00,2022/02/18 19:00,351,3,7
CLT,Main,2/18/2022,20:00,2022/02/18 20:00,79,1,8
CLT,Main,2/19/2022,12:00,2022/02/19 12:00,41,1,6
CLT,Main,2/19/2022,14:00,2022/02/19 14:00,296,3,10
CLT,Main,2/19/2022,16:00,2022/02/19 16:00,1012,6,10
CLT,Main,2/19/2022,17:00,2022/02/19 17:00,415,3,10
CLT,Main,2/19/2022,18:00,2022/02/19 18:00,995,7,11
CLT,Main,2/19/2022,19:00,2022/02/19 19:00,839,7,11
CLT,Main,2/19/2022,20:00,2022/02/19 20:00,433,4,11
CLT,Main,2/19/2022,21:00,2022/02/19 21:00,185,1,6
CLT,Main,2/20/2022,13:00,2022/02/20 13:00,245,3,11
CLT,Main,2/20/2022,14:00,2022/02/20 14:00,76,1,10
CLT,Main,2/20/2022,15:00,2022/02/20 15:00,152,1,11
CLT,Main,2/20/2022,16:00,2022/02/20 16:00,712,4,11
CLT,Main,2/20/2022,17:00,2022/02/20 17:00,114,1,10
CLT,Main,2/20/2022,18:00,2022/02/20 18:00,947,6,10
CLT,Main,2/20/2022,19:00,2022/02/20 19:00,168,1,10
CLT,Main,2/20/2022,20:00,2022/02/20 20:00,345,2,10
CLT,Main,2/21/2022,14:00,2022/02/21 14:00,164,2,10
CLT,Main,2/21/2022,16:00,2022/02/21 16:00,684,4,10
CLT,Main,2/21/2022,17:00,2022/02/21 17:00,111,1,8
CLT,Main,2/21/2022,18:00,2022/02/21 18:00,979,6,9
CLT,Main,2/21/2022,19:00,2022/02/21 19:00,618,4,9
CLT,Main,2/21/2022,20:00,2022/02/21 20:00,170,1,6
CLT,Main,2/22/2022,14:00,2022/02/22 14:00,129,2,9
CLT,Main,2/22/2022,16:00,2022/02/22 16:00,484,3,10
CLT,Main,2/22/2022,17:00,2022/02/22 17:00,190,1,9
CLT,Main,2/22/2022,18:00,2022/02/22 18:00,835,5,8
CLT,Main,2/22/2022,19:00,2022/02/22 19:00,545,4,8
CLT,Main,2/22/2022,20:00,2022/02/22 20:00,246,2,8
CLT,Main,2/23/2022,11:00,2022/02/23 11:00,7,1,1
CLT,Main,2/23/2022,14:00,2022/02/23 14:00,129,2,7
CLT,Main,2/23/2022,15:00,2022/02/23 15:00,143,1,8
CLT,Main,2/23/2022,16:00,2022/02/23 16:00,136,1,8
CLT,Main,2/23/2022,17:00,2022/02/23 17:00,542,4,8
CLT,Main,2/23/2022,18:00,2022/02/23 18:00,738,5,8
CLT,Main,2/23/2022,19:00,2022/02/23 19:00,160,2,8
CLT,Main,2/23/2022,20:00,2022/02/23 20:00,578,4,8
CLT,Main,2/24/2022,14:00,2022/02/24 14:00,169,2,8
CLT,Main,2/24/2022,15:00,2022/02/24 15:00,134,1,9
CLT,Main,2/24/2022,16:00,2022/02/24 16:00,617,4,9
CLT,Main,2/24/2022,17:00,2022/02/24 17:00,126,1,8
CLT,Main,2/24/2022,18:00,2022/02/24 18:00,883,6,8
CLT,Main,2/24/2022,19:00,2022/02/24 19:00,287,2,7
CLT,Main,2/24/2022,20:00,2022/02/24 20:00,136,1,7
CLT,Main,2/25/2022,13:00,2022/02/25 13:00,153,1,5
CLT,Main,2/25/2022,14:00,2022/02/25 14:00,108,1,8
CLT,Main,2/25/2022,15:00,2022/02/25 15:00,107,1,8
CLT,Main,2/25/2022,16:00,2022/02/25 16:00,675,4,8
CLT,Main,2/25/2022,18:00,2022/02/25 18:00,1082,7,8
CLT,Main,2/25/2022,19:00,2022/02/25 19:00,503,3,8
CLT,Main,2/26/2022,12:00,2022/02/26 12:00,118,1,7
CLT,Main,2/26/2022,14:00,2022/02/26 14:00,615,4,11
CLT,Main,2/26/2022,15:00,2022/02/26 15:00,159,1,10
CLT,Main,2/26/2022,16:00,2022/02/26 16:00,903,6,10
CLT,Main,2/26/2022,18:00,2022/02/26 18:00,1246,8,11
CLT,Main,2/26/2022,19:00,2022/02/26 19:00,1021,7,11
CLT,Main,2/26/2022,20:00,2022/02/26 20:00,697,5,11
CLT,Main,2/26/2022,21:00,2022/02/26 21:00,189,1,7
CLT,Main,2/27/2022,14:00,2022/02/27 14:00,246,2,12
CLT,Main,2/27/2022,15:00,2022/02/27 15:00,379,2,12
CLT,Main,2/27/2022,16:00,2022/02/27 16:00,364,2,10
CLT,Main,2/27/2022,17:00,2022/02/27 17:00,283,2,9
CLT,Main,2/27/2022,18:00,2022/02/27 18:00,955,6,9
CLT,Main,2/27/2022,19:00,2022/02/27 19:00,317,3,9
CLT,Main,2/27/2022,20:00,2022/02/27 20:00,361,2,9
CLT,Main,2/28/2022,13:00,2022/02/28 13:00,94,1,10
CLT,Main,2/28/2022,14:00,2022/02/28 14:00,69,1,10
CLT,Main,2/28/2022,15:00,2022/02/28 15:00,203,1,9
CLT,Main,2/28/2022,16:00,2022/02/28 16:00,666,4,8
CLT,Main,2/28/2022,18:00,2022/02/28 18:00,979,6,7
CLT,Main,2/28/2022,19:00,2022/02/28 19:00,321,2,6
CLT,Main,2/28/2022,20:00,2022/02/28 20:00,489,3,7
CLT,Main,3/1/2022,14:00,2022/03/01 14:00,175,2,7
CLT,Main,3/1/2022,15:00,2022/03/01 15:00,174,1,8
CLT,Main,3/1/2022,16:00,2022/03/01 16:00,349,2,9
CLT,Main,3/1/2022,17:00,2022/03/01 17:00,170,1,9
CLT,Main,3/1/2022,18:00,2022/03/01 18:00,1028,7,9
CLT,Main,3/1/2022,19:00,2022/03/01 19:00,609,4,9
CLT,Main,3/2/2022,13:00,2022/03/02 13:00,124,2,8
CLT,Main,3/2/2022,15:00,2022/03/02 15:00,179,1,9
CLT,Main,3/2/2022,16:00,2022/03/02 16:00,537,4,9
CLT,Main,3/2/2022,18:00,2022/03/02 18:00,878,7,9
CLT,Main,3/2/2022,19:00,2022/03/02 19:00,462,4,9
CLT,Main,3/2/2022,20:00,2022/03/02 20:00,58,1,7
CLT,Main,3/3/2022,13:00,2022/03/03 13:00,117,1,7
CLT,Main,3/3/2022,14:00,2022/03/03 14:00,239,3,8
CLT,Main,3/3/2022,15:00,2022/03/03 15:00,351,2,9
CLT,Main,3/3/2022,16:00,2022/03/03 16:00,325,4,8
CLT,Main,3/3/2022,18:00,2022/03/03 18:00,878,7,8
CLT,Main,3/3/2022,19:00,2022/03/03 19:00,281,3,8
CLT,Main,3/3/2022,20:00,2022/03/03 20:00,49,1,8
CLT,Main,3/4/2022,13:00,2022/03/04 13:00,169,2,7
CLT,Main,3/4/2022,14:00,2022/03/04 14:00,159,1,9
CLT,Main,3/4/2022,15:00,2022/03/04 15:00,216,1,8
CLT,Main,3/4/2022,16:00,2022/03/04 16:00,228,2,9
CLT,Main,3/4/2022,17:00,2022/03/04 17:00,180,2,9
CLT,Main,3/4/2022,18:00,2022/03/04 18:00,657,5,10
CLT,Main,3/4/2022,19:00,2022/03/04 19:00,662,5,9
CLT,Main,3/4/2022,20:00,2022/03/04 20:00,59,1,9
CLT,Main,3/5/2022,13:00,2022/03/05 13:00,148,1,8
CLT,Main,3/5/2022,14:00,2022/03/05 14:00,107,1,9
CLT,Main,3/5/2022,15:00,2022/03/05 15:00,769,5,11
CLT,Main,3/5/2022,16:00,2022/03/05 16:00,795,5,10
CLT,Main,3/5/2022,17:00,2022/03/05 17:00,122,1,5
CLT,Main,3/5/2022,18:00,2022/03/05 18:00,997,7,10
CLT,Main,3/5/2022,19:00,2022/03/05 19:00,588,4,10
CLT,Main,3/5/2022,20:00,2022/03/05 20:00,1052,8,10
CLT,Main,3/6/2022,14:00,2022/03/06 14:00,377,3,9
CLT,Main,3/6/2022,15:00,2022/03/06 15:00,391,2,10
CLT,Main,3/6/2022,16:00,2022/03/06 16:00,679,5,9
CLT,Main,3/6/2022,18:00,2022/03/06 18:00,795,5,9
CLT,Main,3/6/2022,19:00,2022/03/06 19:00,656,4,10
CLT,Main,3/6/2022,20:00,2022/03/06 20:00,482,3,9
CLT,Main,3/6/2022,21:00,2022/03/06 21:00,112,1,4
CLT,Main,3/7/2022,14:00,2022/03/07 14:00,362,3,10
CLT,Main,3/7/2022,15:00,2022/03/07 15:00,199,1,9
CLT,Main,3/7/2022,16:00,2022/03/07 16:00,655,5,10
CLT,Main,3/7/2022,17:00,2022/03/07 17:00,113,1,10
CLT,Main,3/7/2022,18:00,2022/03/07 18:00,779,5,9
CLT,Main,3/7/2022,19:00,2022/03/07 19:00,400,3,9
CLT,Main,3/7/2022,20:00,2022/03/07 20:00,346,2,10
CLT,Main,3/8/2022,13:00,2022/03/08 13:00,56,1,7
CLT,Main,3/8/2022,14:00,2022/03/08 14:00,267,3,8
CLT,Main,3/8/2022,15:00,2022/03/08 15:00,174,1,8
CLT,Main,3/8/2022,16:00,2022/03/08 16:00,440,3,8
CLT,Main,3/8/2022,17:00,2022/03/08 17:00,116,1,7
CLT,Main,3/8/2022,18:00,2022/03/08 18:00,897,6,8
CLT,Main,3/8/2022,19:00,2022/03/08 19:00,25,1,7
CLT,Main,3/8/2022,20:00,2022/03/08 20:00,49,1,8
CLT,Main,3/9/2022,14:00,2022/03/09 14:00,254,2,8
CLT,Main,3/9/2022,15:00,2022/03/09 15:00,50,1,8
CLT,Main,3/9/2022,16:00,2022/03/09 16:00,417,3,8
CLT,Main,3/9/2022,17:00,2022/03/09 17:00,241,2,8
CLT,Main,3/9/2022,18:00,2022/03/09 18:00,824,6,9
CLT,Main,3/9/2022,19:00,2022/03/09 19:00,199,3,9
CLT,Main,3/9/2022,20:00,2022/03/09 20:00,32,1,6
CLT,Main,3/10/2022,14:00,2022/03/10 14:00,304,3,8
CLT,Main,3/10/2022,15:00,2022/03/10 15:00,396,2,8
CLT,Main,3/10/2022,16:00,2022/03/10 16:00,286,2,8
CLT,Main,3/10/2022,17:00,2022/03/10 17:00,406,4,8
CLT,Main,3/10/2022,18:00,2022/03/10 18:00,382,3,9
CLT,Main,3/10/2022,19:00,2022/03/10 19:00,502,3,8
CLT,Main,3/10/2022,20:00,2022/03/10 20:00,480,4,8
CLT,Main,3/11/2022,14:00,2022/03/11 14:00,434,3,8
CLT,Main,3/11/2022,15:00,2022/03/11 15:00,233,1,8
CLT,Main,3/11/2022,16:00,2022/03/11 16:00,166,1,8
CLT,Main,3/11/2022,17:00,2022/03/11 17:00,187,1,9
CLT,Main,3/11/2022,18:00,2022/03/11 18:00,503,4,10
CLT,Main,3/11/2022,19:00,2022/03/11 19:00,418,3,9
CLT,Main,3/11/2022,20:00,2022/03/11 20:00,637,4,10
CLT,Main,3/11/2022,21:00,2022/03/11 21:00,187,1,8
CLT,Main,3/12/2022,14:00,2022/03/12 14:00,304,2,11
CLT,Main,3/12/2022,15:00,2022/03/12 15:00,192,1,10
CLT,Main,3/12/2022,16:00,2022/03/12 16:00,522,3,11
CLT,Main,3/12/2022,18:00,2022/03/12 18:00,431,3,10
CLT,Main,3/12/2022,19:00,2022/03/12 19:00,732,5,9
CLT,Main,3/12/2022,20:00,2022/03/12 20:00,805,6,10
CLT,Main,3/12/2022,21:00,2022/03/12 21:00,929,6,9
CLT,Main,3/12/2022,22:00,2022/03/12 22:00,484,3,9
CLT,Main,3/12/2022,23:00,2022/03/12 23:00,154,1,9
CLT,Main,3/13/2022,13:00,2022/03/13 13:00,157,1,8
CLT,Main,3/13/2022,14:00,2022/03/13 14:00,337,2,9
